Year,State,County,Population
2000,Iowa,Osceola County,7003
2000,Iowa,Page County,16982
2000,Iowa,Palo Alto County,10143
2000,Iowa,Plymouth County,24859
2000,Iowa,Pocahontas County,8664
2000,Iowa,Polk County,374258
2000,Iowa,Pottawattamie County,87825
2000,Iowa,Poweshiek County,18829
2000,Iowa,Ringgold County,5469
2000,Iowa,Sac County,11531
2000,Iowa,Scott County,158705
2000,Iowa,Shelby County,13064
2000,Iowa,Sioux County,31596
2000,Iowa,Story County,79988
2000,Iowa,Tama County,18099
2000,Iowa,Taylor County,6958
2000,Iowa,Union County,12312
2000,Iowa,Van Buren County,7800
2000,Iowa,Wapello County,36067
2000,Iowa,Warren County,40672
2000,Iowa,Washington County,20679
2000,Iowa,Wayne County,6732
2000,Iowa,Webster County,40230
2000,Iowa,Winnebago County,11717
2000,Iowa,Winneshiek County,21291
2000,Iowa,Woodbury County,103876
2000,Iowa,Worth County,7904
2000,Iowa,Wright County,14337
2000,Kansas,Allen County,14394
2000,Kansas,Anderson County,8108
2000,Kansas,Atchison County,16787
2000,Kansas,Barber County,5307
2000,Kansas,Barton County,28200
2000,Kansas,Bourbon County,15380
2000,Kansas,Brown County,10728
2000,Kansas,Butler County,59455
2000,Kansas,Chase County,3030
2000,Kansas,Chautauqua County,4359
2000,Kansas,Cherokee County,22601
2000,Kansas,Cheyenne County,3165
2000,Kansas,Clark County,2395
2000,Kansas,Clay County,8845
2000,Kansas,Cloud County,10271
2000,Kansas,Coffey County,8871
2000,Kansas,Comanche County,1967
2000,Kansas,Cowley County,36307
2000,Kansas,Crawford County,38248
2000,Kansas,Decatur County,3472
2000,Kansas,Dickinson County,19327
2000,Kansas,Doniphan County,8249
2000,Kansas,Douglas County,99953
2000,Kansas,Edwards County,3449
2000,Kansas,Elk County,3261
2000,Kansas,Ellis County,27506
2000,Kansas,Ellsworth County,6524
2000,Kansas,Finney County,40517
2000,Kansas,Ford County,32452
2000,Kansas,Franklin County,24784
2000,Kansas,Geary County,27849
2000,Kansas,Gove County,3074
2000,Kansas,Graham County,2944
2000,Kansas,Grant County,7905
2000,Kansas,Gray County,5918
2000,Kansas,Greeley County,1534
2000,Kansas,Greenwood County,7663
2000,Kansas,Hamilton County,2665
2000,Kansas,Harper County,6537
2000,Kansas,Harvey County,32885
2000,Kansas,Haskell County,4307
2000,Kansas,Hodgeman County,2081
2000,Kansas,Jackson County,12650
2000,Kansas,Jefferson County,18450
2000,Kansas,Jewell County,3789
2000,Kansas,Johnson County,451541
2000,Kansas,Kearny County,4525
2000,Kansas,Kingman County,8675
2000,Kansas,Kiowa County,3278
2000,Kansas,Labette County,22821
2000,Kansas,Lane County,2155
2000,Kansas,Leavenworth County,68684
2000,Kansas,Lincoln County,3578
2000,Kansas,Linn County,9541
2000,Kansas,Logan County,3051
2000,Kansas,Lyon County,35934
2000,Kansas,Marion County,13358
2000,Kansas,Marshall County,10967
2000,Kansas,Mcpherson County,29560
2000,Kansas,Meade County,4628
2000,Kansas,Miami County,28340
2000,Kansas,Mitchell County,6929
2000,Kansas,Montgomery County,36267
2000,Kansas,Morris County,6113
2000,Kansas,Morton County,3494
2000,Kansas,Nemaha County,10716
2000,Kansas,Neosho County,16996
2000,Kansas,Ness County,3452
2000,Kansas,Norton County,5950
2000,Kansas,Osage County,16713
2000,Kansas,Osborne County,4452
2000,Kansas,Ottawa County,6164
2000,Kansas,Pawnee County,7235
2000,Kansas,Phillips County,5995
2000,Kansas,Pottawatomie County,18208
2000,Kansas,Pratt County,9649
2000,Kansas,Rawlins County,2966
2000,Kansas,Reno County,64793
2000,Kansas,Republic County,5831
2000,Kansas,Rice County,10760
2000,Kansas,Riley County,62954
2000,Kansas,Rooks County,5685
2000,Kansas,Rush County,3549
2000,Kansas,Russell County,7374
2000,Kansas,Saline County,53599
2000,Kansas,Scott County,5120
2000,Kansas,Sedgwick County,452901
2000,Kansas,Seward County,22517
2000,Kansas,Shawnee County,169879
2000,Kansas,Sheridan County,2814
2000,Kansas,Sherman County,6757
2000,Kansas,Smith County,4538
2000,Kansas,Stafford County,4789
2000,Kansas,Stanton County,2406
2000,Kansas,Stevens County,5465
2000,Kansas,Sumner County,25944
2000,Kansas,Thomas County,8174
2000,Kansas,Trego County,3311
2000,Kansas,Wabaunsee County,6876
2000,Kansas,Wallace County,1749
2000,Kansas,Washington County,6458
2000,Kansas,Wichita County,2531
2000,Kansas,Wilson County,10341
2000,Kansas,Woodson County,3788
2000,Kansas,Wyandotte County,157924
2000,Kentucky,Adair County,17275
2000,Kentucky,Allen County,17792
2000,Kentucky,Anderson County,19093
2000,Kentucky,Ballard County,8293
2000,Kentucky,Barren County,38045
2000,Kentucky,Bath County,11099
2000,Kentucky,Bell County,30049
2000,Kentucky,Boone County,86051
2000,Kentucky,Bourbon County,19360
2000,Kentucky,Boyd County,49721
2000,Kentucky,Boyle County,27676
2000,Kentucky,Bracken County,8276
2000,Kentucky,Breathitt County,16089
2000,Kentucky,Breckinridge County,18633
2000,Kentucky,Bullitt County,61178
2000,Kentucky,Butler County,12981
2000,Kentucky,Caldwell County,13057
2000,Kentucky,Calloway County,34182
2000,Kentucky,Campbell County,88627
2000,Kentucky,Carlisle County,5349
2000,Kentucky,Carroll County,10170
2000,Kentucky,Carter County,26879
2000,Kentucky,Casey County,15450
2000,Kentucky,Christian County,72402
2000,Kentucky,Clark County,33180
2000,Kentucky,Clay County,24586
2000,Kentucky,Clinton County,9622
2000,Kentucky,Crittenden County,9384
2000,Kentucky,Cumberland County,7150
2000,Kentucky,Daviess County,91542
2000,Kentucky,Edmonson County,11632
2000,Kentucky,Elliott County,6747
2000,Kentucky,Estill County,15315
2000,Kentucky,Fayette County,260527
2000,Kentucky,Fleming County,13787
2000,Kentucky,Floyd County,42451
2000,Kentucky,Franklin County,47703
2000,Kentucky,Fulton County,7755
2000,Kentucky,Gallatin County,7845
2000,Kentucky,Garrard County,14783
2000,Kentucky,Grant County,22350
2000,Kentucky,Graves County,37024
2000,Kentucky,Grayson County,24037
2000,Kentucky,Green County,11499
2000,Kentucky,Greenup County,36927
2000,Kentucky,Hancock County,8395
2000,Kentucky,Hardin County,92629
2000,Kentucky,Harlan County,33192
2000,Kentucky,Harrison County,17956
2000,Kentucky,Hart County,17459
2000,Kentucky,Henderson County,44837
2000,Kentucky,Henry County,15010
2000,Kentucky,Hickman County,5254
2000,Kentucky,Hopkins County,46519
2000,Kentucky,Jackson County,13492
2000,Kentucky,Jefferson County,693775
2000,Kentucky,Jessamine County,39043
2000,Kentucky,Johnson County,23443
2000,Kentucky,Kenton County,151449
2000,Kentucky,Knott County,17650
2000,Kentucky,Knox County,31739
2000,Kentucky,Larue County,13363
2000,Kentucky,Laurel County,52712
2000,Kentucky,Lawrence County,15558
2000,Kentucky,Lee County,7915
2000,Kentucky,Leslie County,12411
2000,Kentucky,Letcher County,25261
2000,Kentucky,Lewis County,14078
2000,Kentucky,Lincoln County,23325
2000,Kentucky,Livingston County,9806
2000,Kentucky,Logan County,26593
2000,Kentucky,Lyon County,8081
2000,Kentucky,Madison County,70916
2000,Kentucky,Magoffin County,13334
2000,Kentucky,Marion County,18244
2000,Kentucky,Marshall County,30126
2000,Kentucky,Martin County,12570
2000,Kentucky,Mason County,16812
2000,Kentucky,Mccracken County,65511
2000,Kentucky,Mccreary County,17078
2000,Kentucky,Mclean County,9942
2000,Kentucky,Meade County,27989
2000,Kentucky,Menifee County,6539
2000,Kentucky,Mercer County,20809
2000,Kentucky,Metcalfe County,10025
2000,Kentucky,Monroe County,11737
2000,Kentucky,Montgomery County,22536
2000,Kentucky,Morgan County,13949
2000,Kentucky,Muhlenberg County,31845
2000,Kentucky,Nelson County,37487
2000,Kentucky,Nicholas County,6812
2000,Kentucky,Ohio County,22928
2000,Kentucky,Oldham County,46495
2000,Kentucky,Owen County,10542
2000,Kentucky,Owsley County,4844
2000,Kentucky,Pendleton County,14384
2000,Kentucky,Perry County,29415
2000,Kentucky,Pike County,68777
2000,Kentucky,Powell County,13236
2000,Kentucky,Pulaski County,56281
2000,Kentucky,Robertson County,2269
2000,Kentucky,Rockcastle County,16546
2000,Kentucky,Rowan County,22091
2000,Kentucky,Russell County,16282
2000,Kentucky,Scott County,33076
2000,Kentucky,Shelby County,33386
2000,Kentucky,Simpson County,16411
2000,Kentucky,Spencer County,11699
2000,Kentucky,Taylor County,22889
2000,Kentucky,Todd County,11954
2000,Kentucky,Trigg County,12600
2000,Kentucky,Trimble County,8183
2000,Kentucky,Union County,15454
2000,Kentucky,Warren County,92546
2000,Kentucky,Washington County,10920
2000,Kentucky,Wayne County,19902
2000,Kentucky,Webster County,14112
2000,Kentucky,Whitley County,35875
2000,Kentucky,Wolfe County,7092
2000,Kentucky,Woodford County,23225
2000,Louisiana,Acadia Parish,58833
2000,Louisiana,Allen Parish,25441
2000,Louisiana,Ascension Parish,76639
2000,Louisiana,Assumption Parish,23343
2000,Louisiana,Avoyelles Parish,41501
2000,Louisiana,Beauregard Parish,32948
2000,Louisiana,Bienville Parish,15753
2000,Louisiana,Bossier Parish,99355
2000,Louisiana,Caddo Parish,251129
2000,Louisiana,Calcasieu Parish,183606
2000,Louisiana,Caldwell Parish,10554
2000,Louisiana,Cameron Parish,9965
2000,Louisiana,Catahoula Parish,10905
2000,Louisiana,Claiborne Parish,16850
2000,Louisiana,Concordia Parish,20221
2000,Louisiana,De Soto Parish,25489
2000,Louisiana,East Baton Rouge Parish,412899
2000,Louisiana,East Carroll Parish,9415
2000,Louisiana,East Feliciana Parish,21348
2000,Louisiana,Evangeline Parish,35502
2000,Louisiana,Franklin Parish,21264
2000,Louisiana,Grant Parish,18697
2000,Louisiana,Iberia Parish,73277
2000,Louisiana,Iberville Parish,33319
2000,Louisiana,Jackson Parish,15408
2000,Louisiana,Jefferson Davis Parish,31432
2000,Louisiana,Jefferson Parish,455406
2000,Louisiana,Lasalle Parish,14276
2000,Louisiana,Lafayette Parish,190234
2000,Louisiana,Lafourche Parish,89745
2000,Louisiana,Lincoln Parish,42503
2000,Louisiana,Livingston Parish,91889
2000,Louisiana,Madison Parish,13724
2000,Louisiana,Morehouse Parish,31037
2000,Louisiana,Natchitoches Parish,39077
2000,Louisiana,Orleans Parish,484692
2000,Louisiana,Ouachita Parish,147256
2000,Louisiana,Plaquemines Parish,26749
2000,Louisiana,Pointe Coupee Parish,22761
2000,Louisiana,Rapides Parish,126390
2000,Louisiana,Red River Parish,9621
2000,Louisiana,Richland Parish,20989
2000,Louisiana,Sabine Parish,23434
2000,Louisiana,St. Bernard Parish,67230
2000,Louisiana,St. Charles Parish,48019
2000,Louisiana,St. Helena Parish,10553
2000,Louisiana,St. James Parish,21193
2000,Louisiana,St. John The Baptist Parish,43181
2000,Louisiana,St. Landry Parish,87662
2000,Louisiana,St. Martin Parish,48535
2000,Louisiana,St. Mary Parish,53539
2000,Louisiana,St. Tammany Parish,191270
2000,Louisiana,Tangipahoa Parish,100481
2000,Louisiana,Tensas Parish,6608
2000,Louisiana,Terrebonne Parish,104772
2000,Louisiana,Union Parish,22798
2000,Louisiana,Vermilion Parish,54104
2000,Louisiana,Vernon Parish,52539
2000,Louisiana,Washington Parish,43943
2000,Louisiana,Webster Parish,41814
2000,Louisiana,West Baton Rouge Parish,21604
2000,Louisiana,West Carroll Parish,12315
2000,Louisiana,West Feliciana Parish,15110
2000,Louisiana,Winn Parish,16889
2000,Maine,Androscoggin County,103803
2000,Maine,Aroostook County,73943
2000,Maine,Cumberland County,265612
2000,Maine,Franklin County,29470
2000,Maine,Hancock County,51869
2000,Maine,Kennebec County,117074
2000,Maine,Knox County,39631
2000,Maine,Lincoln County,33628
2000,Maine,Oxford County,54715
2000,Maine,Penobscot County,144866
2000,Maine,Piscataquis County,17236
2000,Maine,Sagadahoc County,35187
2000,Maine,Somerset County,50857
2000,Maine,Waldo County,36257
2000,Maine,Washington County,33922
2000,Maine,York County,186709
2000,Maryland,Allegany County,74909
2000,Maryland,Anne Arundel County,489677
2000,Maryland,Baltimore County,753947
2000,Maryland,Baltimore City,651262
2000,Maryland,Calvert County,74556
2000,Maryland,Caroline County,29735
2000,Maryland,Carroll County,150881
2000,Maryland,Cecil County,85964
2000,Maryland,Charles County,120524
2000,Maryland,Dorchester County,30671
2000,Maryland,Frederick County,195277
2000,Maryland,Garrett County,29852
2000,Maryland,Harford County,218914
2000,Maryland,Howard County,247876
2000,Maryland,Kent County,19201
2000,Maryland,Montgomery County,873874
2000,Maryland,Prince George'S County,801091
2000,Maryland,Queen Anne'S County,40580
2000,Maryland,Somerset County,24746
2000,Maryland,St. Mary's County,86196
2000,Maryland,Talbot County,33806
2000,Maryland,Washington County,131911
2000,Maryland,Wicomico County,84638
2000,Maryland,Worcester County,46559
2000,Massachusetts,Barnstable County,222239
2000,Massachusetts,Berkshire County,134922
2000,Massachusetts,Bristol County,534702
2000,Massachusetts,Dukes County,15001
2000,Massachusetts,Essex County,723496
2000,Massachusetts,Franklin County,71540
2000,Massachusetts,Hampden County,456280
2000,Massachusetts,Hampshire County,152237
2000,Massachusetts,Middlesex County,1465244
2000,Massachusetts,Nantucket County,9522
2000,Massachusetts,Norfolk County,650265
2000,Massachusetts,Plymouth County,472858
2000,Massachusetts,Suffolk County,691047
2000,Massachusetts,Worcester County,750011
2000,Michigan,Alcona County,11709
2000,Michigan,Alger County,9860
2000,Michigan,Allegan County,105631
2000,Michigan,Alpena County,31297
2000,Michigan,Antrim County,23102
2000,Michigan,Arenac County,17279
2000,Michigan,Baraga County,8739
2000,Michigan,Barry County,56776
2000,Michigan,Bay County,110271
2000,Michigan,Benzie County,15986
2000,Michigan,Berrien County,162491
2000,Michigan,Branch County,45781
2000,Michigan,Calhoun County,137991
2000,Michigan,Cass County,51086
2000,Michigan,Charlevoix County,26087
2000,Michigan,Cheboygan County,26406
2000,Michigan,Chippewa County,38543
2000,Michigan,Clare County,31259
2000,Michigan,Clinton County,64715
2000,Michigan,Crawford County,14236
2000,Michigan,Delta County,38528
2000,Michigan,Dickinson County,27474
2000,Michigan,Eaton County,103721
2000,Michigan,Emmet County,31435
2000,Michigan,Genesee County,436213
2000,Michigan,Gladwin County,26042
2000,Michigan,Gogebic County,17375
2000,Michigan,Grand Traverse County,77655
2000,Michigan,Gratiot County,42289
2000,Michigan,Hillsdale County,46540
2000,Michigan,Houghton County,36013
2000,Michigan,Huron County,36088
2000,Michigan,Ingham County,279409
2000,Michigan,Ionia County,61539
2000,Michigan,Iosco County,27343
2000,Michigan,Iron County,13129
2000,Michigan,Isabella County,63336
2000,Michigan,Jackson County,158426
2000,Michigan,Kalamazoo County,238602
2000,Michigan,Kalkaska County,16565
2000,Michigan,Kent County,574421
2000,Michigan,Keweenaw County,2296
2000,Michigan,Lake County,11274
2000,Michigan,Lapeer County,87947
2000,Michigan,Leelanau County,21125
2000,Michigan,Lenawee County,98970
2000,Michigan,Livingston County,156943
2000,Michigan,Luce County,7028
2000,Michigan,Mackinac County,11941
2000,Michigan,Macomb County,788120
2000,Michigan,Manistee County,24500
2000,Michigan,Marquette County,64634
2000,Michigan,Mason County,28283
2000,Michigan,Mecosta County,40547
2000,Michigan,Menominee County,25323
2000,Michigan,Midland County,82797
2000,Michigan,Missaukee County,14473
2000,Michigan,Monroe County,145939
2000,Michigan,Montcalm County,61270
2000,Michigan,Montmorency County,10316
2000,Michigan,Muskegon County,170208
2000,Michigan,Newaygo County,47858
2000,Michigan,Oakland County,1194346
2000,Michigan,Oceana County,26857
2000,Michigan,Ogemaw County,21644
2000,Michigan,Ontonagon County,7817
2000,Michigan,Osceola County,23199
2000,Michigan,Oscoda County,9399
2000,Michigan,Otsego County,23310
2000,Michigan,Ottawa County,238413
2000,Michigan,Presque Isle County,14421
2000,Michigan,Roscommon County,25452
2000,Michigan,Saginaw County,210051
2000,Michigan,Sanilac County,44511
2000,Michigan,Schoolcraft County,8900
2000,Michigan,Shiawassee County,71695
2000,Michigan,St. Clair County,164242
2000,Michigan,St. Joseph County,62411
2000,Michigan,Tuscola County,58263
2000,Michigan,Van Buren County,76239
2000,Michigan,Washtenaw County,322818
2000,Michigan,Wayne County,2061180
2000,Michigan,Wexford County,30475
2000,Minnesota,Aitkin County,15221
2000,Minnesota,Anoka County,298164
2000,Minnesota,Becker County,30006
2000,Minnesota,Beltrami County,39638
2000,Minnesota,Benton County,34242
2000,Minnesota,Big Stone County,5816
2000,Minnesota,Blue Earth County,55931
2000,Minnesota,Brown County,26916
2000,Minnesota,Carlton County,31705
2000,Minnesota,Carver County,70243
2000,Minnesota,Cass County,27148
2000,Minnesota,Chippewa County,12937
2000,Minnesota,Chisago County,41116
2000,Minnesota,Clay County,51227
2000,Minnesota,Clearwater County,8432
2000,Minnesota,Cook County,5164
2000,Minnesota,Cottonwood County,12190
2000,Minnesota,Crow Wing County,54985
2000,Minnesota,Dakota County,355923
2000,Minnesota,Dodge County,17735
2000,Minnesota,Douglas County,32808
2000,Minnesota,Faribault County,16180
2000,Minnesota,Fillmore County,21113
2000,Minnesota,Freeborn County,32584
2000,Minnesota,Goodhue County,44139
2000,Minnesota,Grant County,6286
2000,Minnesota,Hennepin County,1116162
2000,Minnesota,Houston County,19725
2000,Minnesota,Hubbard County,18314
